MANUFACTURER;BRAND;ITEM_DESCRIPTION;FORMAT;ATTR1;ATTR2;ATTR3;CATEGORY;ITEM_CODE
"OTHERS FABRICANTE UNIF.";"OTHERS MARCA UNIF.";"POWER HOUSE BLANQUEADOR REGULAR BOT.PLAS 22OZ=651ML IMP 0048155906310";"LIQUIDO";"CLORO";"CLORO";"OTR. TIPOS";1;"0048155906310"
"OTHERS FABRICANTE UNIF.";"OTHERS MARCA UNIF.";"BOGAMAR BOTELLA 3750 ML NAL 0616533000532";"LIQUIDO";"CLORO";"CLORO";"OTR. TIPOS";1;"0616533000532"
"INDS. ALEN";"CLORALEX";"CLORALEX FLORES DE BACH BOT PLAS 950 ML 7501025400323";"LIQUIDO";"CLORO";"CLORO";"OTR. TIPOS";1;"7501025400323"
"INDS. ALEN";"CLORALEX";"CLORALEX FLORES DE BACH BOT PLAS 2 LT 7501025400330";"LIQUIDO";"CLORO";"CLORO";"OTR. TIPOS";1;"7501025400330"
"INDS. ALEN";"CLORALEX";"CLORALEX GERANIO Y ALOE BOT PLAS 3.75 LT 7501025400378";"LIQUIDO";"CLORO";"CLORO";"OTR. TIPOS";1;"7501025400378"
"INDS. ALEN";"CLORALEX";"CLORALEX MENTA Y EUCALIPTO BOT PLAS 3.75 LT 7501025400408";"LIQUIDO";"CLORO";"CLORO";"OTR. TIPOS";1;"7501025400408"
"INDS. ALEN";"CLORALEX";"CLORALEX CLORO GERMICIDA REGULAR 950 ML 7501025400767";"LIQUIDO";"CLORO";"CLORO";"GERMICIDA";1;"7501025400767"
"INDS. ALEN";"CLORALEX";"CLORALEX AROMA SENSACION FRUTAL BOT PLAST 3750ML 7501025401047";"LIQUIDO";"CLORO";"CLORO";"OTR. TIPOS";1;"7501025401047"
"INDS. ALEN";"CLORALEX";"CLORALEX BAMBINO BOT PLAST 950ML NAL 7501025401061";"LIQUIDO";"CLORO";"CLORO";"BAMBINO";1;"7501025401061"
"INDS. ALEN";"CLORALEX";"CLORALEX BAMBINO BOT PLAST 2000ML NAL 7501025401078";"LIQUIDO";"CLORO";"CLORO";"ROPA BEBE";1;"7501025401078"
"INDS. ALEN";"CLORALEX";"CLORALEX BLANQUEDOR ESENCIAS DE MARSELLA BOTPLAS 950ML NAL 7501025401115";"LIQUIDO";"CLORO";"CLORO";"OTR. TIPOS";1;"7501025401115"
"INDS. ALEN";"CLORALEX";"CLORALEX ESENCIAS DE MARSELLA BOT PLAS 2000 ML NAL 7501025401122";"LIQUIDO";"CLORO";"CLORO";"OTR. TIPOS";1;"7501025401122"
"INDS. ALEN";"CLORALEX";"CLORALEX BRISA FRESCA BOT PLAST 950ML NAL 7501025401511";"LIQUIDO";"CLORO";"CLORO";"OTR. TIPOS";1;"7501025401511"
"INDS. ALEN";"CLORALEX";"CLORALEX EXTRA BRISA FRESCA BOT PLAST 2LTS NAL 7501025401528";"LIQUIDO";"CLORO";"CLORO";"OTR. TIPOS";1;"7501025401528"
"INDS. ALEN";"CLORALEX";"CLORALEX EXTRA BRISA FRESCA 375OML NAL 7501025401641";"LIQUIDO";"CLORO";"CLORO";"OTR. TIPOS";1;"7501025401641"
"INDS. ALEN";"CLORALEX";"CLORALEX EDICION RETRO BOTELLA 2000 ML 7501025403423";"LIQUIDO";"CLORO";"CLORO";"OTR. TIPOS";1;"7501025403423"
"INDS. ALEN";"CLORALEX";"CLORALEX MASCOTAS LIMP DESINFECT C/CLORO BP C/G750ML=3.750LT 7501025409470";"LIQUIDO";"CLORO";"CLORO";"MASCOTAS";1;"7501025409470"
"INDS. ALEN";"CLORALEX";"CLORALEX MASCOTAS LIM C/CLORO+DETERGENTE CITRICO BP 1.65L 7501025411893";"LIQUIDO";"CLORO";"CLORO";"MASCOTAS";1;"7501025411893"
"INDS. ALEN";"CLORALEX";"CLORALEX AREA MASCOTAS BOTELLA 1800ML + 200ML = 2 LT 7501025411978";"LIQUIDO";"CLORO";"CLORO";"MASCOTAS";1;"7501025411978"
"INDS. ALEN";"CLORALEX";"CLORALEX MASCOTAS BOT PLAST 950ML NAL 7501025411992";"LIQUIDO";"CLORO";"CLORO";"MASCOTAS";1;"7501025411992"
"INDS. ALEN";"CLORALEX";"CLORALEX MASCOTAS BOT PLAST 3750ML NAL 7501025412005";"LIQUIDO";"CLORO";"CLORO";"MASCOTAS";1;"7501025412005"
"INDS. ALEN";"CLORALEX";"CLORALEX MASCOTAS BOT PLAST 5000ML NAL 7501025412012";"LIQUIDO";"CLORO";"CLORO";"MASCOTAS";1;"7501025412012"
"INDS. ALEN";"CLORALEX";"CLORALEX EL RENDIDOR CLORO LIQ DESINFECT C/G500ML BOT=3.75L 7501025412357";"LIQUIDO";"CLORO";"CLORO";"MULTIUSOS";1;"7501025412357"
"INDS. ALEN";"CLORALEX";"CLORALEX REGULAR LIQ BOT PLAS 950ML C/MM ROPA COLOR 950ML 7501025450618BP1";"LIQUIDO";"CLORO";"CLORO";"OTR. TIPOS";1;"7501025450618BP1"
"INDS. ALEN";"CLORALEX";"CLORALEX MASCOTAS LA PAREJA PERFECTA 2BOT 950ML C\U 7501025450984";"LIQUIDO";"CLORO";"CLORO";"MASCOTAS";1;"7501025450984"
"INDS. ALEN";"CLORALEX";"CLORALEX MASCOTAS BOT 950ML+MM RENDIDOR BOT 950ML 7501025450984BP2";"LIQUIDO";"CLORO";"CLORO";"MASCOTAS";1;"7501025450984BP2"
"INDS. ALEN";"CLORALEX";"CLORALEX MASCOTAS INTERIOR BOT C/ATOM 650ML NAL 7501025454012";"LIQUIDO";"CLORO";"CLORO";"MASCOTAS";1;"7501025454012"
"INDS. ALEN";"CLORALEX";"CLORALEX MASCOTAS INTERIOR BOT PLAST 950ML NAL 7501025454029";"LIQUIDO";"CLORO";"CLORO";"MASCOTAS";1;"7501025454029"
"INDS. ALEN";"CLORALEX";"CLORALEX AROMA MUJER CAMPANA UNIDAS CONTIGO 3.750 LT 7501025459208";"LIQUIDO";"CLORO";"CLORO";"OTR. TIPOS";1;"7501025459208"
"LA CORONA";"CARISMA";"CARISMA CLORO BOTELLA 1LT 7501026005800";"LIQUIDO";"CLORO";"CLORO";"OTR. TIPOS";1;"7501026005800"
"QUIMICA GONCAL";"PATITO";"CLORO PATITO BOT PLAS 3750 ML NAL. 7501042300057";"LIQUIDO";"CLORO";"CLORO";"OTR. TIPOS";1;"7501042300057"
"QUIMICA GONCAL";"CLORO 10";"CLORO 10 BOTELLA  950 ML 7501042304604";"LIQUIDO";"CLORO";"CLORO";"OTR. TIPOS";1;"7501042304604"
"QUIMICA GONCAL";"CLORO 10";"CLORO 10 BOTELLA 3900 ML NAL. 7501042304611";"LIQUIDO";"CLORO";"CLORO";"OTR. TIPOS";1;"7501042304611"
"QUIMICA GONCAL";"CLORTEX";"CLORTEX BLANQUEADOR CONCENTRADO BOTELLA PLA 2.84 LT NAL 7501042305762";"LIQUIDO";"CLORO";"CLORO";"OTR. TIPOS";1;"7501042305762"
"QUIMICA GONCAL";"CLORTEX";"CLORTEX BLANQUEADOR MASCOTAS BOTELLA 3.75 LT 7501042306561";"LIQUIDO";"CLORO";"CLORO";"MASCOTAS";1;"7501042306561"
"CLOROX";"CLOROX";"CLOROX LIMON 930 ML.NAL.      . 7501071900174";"LIQUIDO";"CLORO";"CLORO";"OTR. TIPOS";1;"7501071900174"
"CLOROX";"CLOROX";"CLOROX MENTA FRESCA BOT.PLAS 930ML NAL 7501071901867";"LIQUIDO";"CLORO";"CLORO";"OTR. TIPOS";1;"7501071901867"
"CLOROX";"CLOROX";"CLOROX MENTA FRESCA BOT.PLAS 3800ML NAL 7501071901874";"LIQUIDO";"CLORO";"CLORO";"OTR. TIPOS";1;"7501071901874"
"CLOROX";"CLOROX";"CLOROX BOT.PLAS 3.8ML C/G POETT PRIMAVERA BOT PLAS 450ML 7501071902055";"LIQUIDO";"CLORO";"CLORO";"OTR. TIPOS";1;"7501071902055"
"CLOROX";"CLOROX";"CLOROX BEBE BOT PLAST 930 ML NAL 7501071902369";"LIQUIDO";"CLORO";"CLORO";"ROPA BEBE";1;"7501071902369"
"CLOROX";"CLOROX";"CLOROX BEBE BOT PLAST 1890 ML NAL 7501071902376";"LIQUIDO";"CLORO";"CLORO";"ROPA BEBE";1;"7501071902376"
"CLOROX";"CLOROX";"CLOROX BEBE BOT PALST 1890ML C/G POETT BEBE 450 ML 7501071902819";"LIQUIDO";"CLORO";"CLORO";"OTR. TIPOS";1;"7501071902819"
"CLOROX";"CLOROX";"CLOROX AROMA AIRE BOSQUE BOT PLAST 930ML NAL 7501071902932";"LIQUIDO";"CLORO";"CLORO";"OTR. TIPOS";1;"7501071902932"
"CLOROX";"CLOROX";"CLOROX MASCOTAS BLANQUEADOR+DETERGENTE GALON 10L 7501071907197";"LIQUIDO";"CLORO";"CLORO";"MASCOTAS";1;"7501071907197"
"CLOROX";"CLOROX";"CLOROX MASCOTAS CLORO DESINFECT C/DETERGENTE BP 930ML 7501071907401";"LIQUIDO";"CLORO";"CLORO";"MASCOTAS";1;"7501071907401"
"CLOROX";"CLOROX";"CLOROX MASCOTAS CLORO DESINFECTANTE C/DETERGENTE GARRF 3.8L 7501071907425";"LIQUIDO";"CLORO";"CLORO";"MASCOTAS";1;"7501071907425"
"BLANQUEADORA MEXICANA";"LOS PATITOS";"LOS PATITOS BLANQUEADOR REGULAR CONCENTRADO BOT 10LT NAL 7501268200322";"LIQUIDO";"CLORO";"CLORO";"OTR. TIPOS";1;"7501268200322"
"JABONERA LA ESPUMA";"BANDERA";"BCLORHADA CLORO+DETERGENTE MASCOTAS BOTELLA 1 LT 7501681100421";"LIQUIDO";"CLORO";"CLORO";"MASCOTAS";1;"7501681100421"
"JABONERA LA ESPUMA";"BANDERA";"B'CLORHADA CLORO+DET MASCOT BOT 1 L+MM BLANQ CONC BOT 960 ML 7501681100650BP1";"LIQUIDO";"CLORO";"CLORO";"MASCOTAS";1;"7501681100650BP1"
"JABONERA LA ESPUMA";"BANDERA";"BCLORHADA CLORO+DETERGENTE MASCOTAS BOTELLA 3.8LT 7501681100674";"LIQUIDO";"CLORO";"CLORO";"MASCOTAS";1;"7501681100674"
"JABONERA LA ESPUMA";"BANDERA";"BANDERA CLORHADA AROMA NAVIDENO BOT PLAS 5 LT 7501681100810";"LIQUIDO";"CLORO";"CLORO";"OTR. TIPOS";1;"7501681100810"
"JABONERA LA ESPUMA";"BANDERA";"BANDERA CLORHADA BLAN REGULAR LIQUIDO BOTELLA 5000ML NAL 7501681101084";"LIQUIDO";"CLORO";"CLORO";"OTR. TIPOS";1;"7501681101084"
"CLOROX";"CLOROX";"CLOROXCLOROREG930M+MMTLTBWL709M+MMFIBESP1P+MMFIBVDE1P/GMMCAN 7502240947471BP4";"LIQUIDO";"CLORO";"CLORO";"OTR. TIPOS";1;"7502240947471BP4"
"CLOROX";"CLOROX";"CLOROXCLORREG930M+MMCLEANUPAT946+MMFIBESP1+MMFIBVDE1/GMMCANS 7502240947488BP4";"LIQUIDO";"CLORO";"CLORO";"OTR. TIPOS";1;"7502240947488BP4"
"OTHERS FABRICANTE UNIF.";"OTHERS MARCA UNIF.";"CRATER CLEAN CLORO BOT PLAS 3790ML NAL 7503018718675";"LIQUIDO";"CLORO";"CLORO";"OTR. TIPOS";1;"7503018718675"
"JABONERA LA ESPUMA";"BCLORHADA";"BCLORHADA MASC DET DES C/CLOR1L+MM MASCHOGAR DET DESS/CLOR1L 7501681101305BP1";"LIQUIDO";"CLORO";"CLORO";"MASCOTAS";1;"7501681101305BP1"
"CLOROX";"CLOROX";"CLOROX MASCOTAS BLANQUEADOR+DETERGENTE GALON 10L";"LIQUIDO";"CLORO";"CLORO";"MASCOTAS";1;"504"
"P&G";"TIDE";"9TIDE LIPIADOR DE ROPA QUITAMANCHAS PLUMON 10 ML IMP 0037000018704";"LIQUIDO";"SAFE BLEACH";"FABRIC TREATMENT";"PRE LAVADOR";1;"0037000018704"
"INDS. ALEN";"CLORALEX";"CLORALEX COLOR VINEGAR POWER BOTE 1.8LT 0043152007114";"LIQUIDO";"SAFE BLEACH";"FABRIC TREATMENT";"COLOR PODER VINAGRE";1;"0043152007114"
"CLOROX";"CLOROX";"CLOROX 2 DARKS&DENIM STAIN REMOVER BOT 975ML 0044600312804";"LIQUIDO";"SAFE BLEACH";"FABRIC TREATMENT";"ROPA COLOR";1;"0044600312804"
"SC JOHNSON";"SHOUT";"SHOUT TRIPLE ACCION LAUNDRY STAIN REMOVER BOT C/ATOM 650 ML 0046500022517";"LIQUIDO";"SAFE BLEACH";"FABRIC TREATMENT";"PRE LAVADOR";1;"0046500022517"
"SC JOHNSON";"SHOUT";"SHOUT TRIPLE ACCION LAUNDRY/STAIN REMOVER BOTELLA 1.77 LT 0046500022746";"LIQUIDO";"SAFE BLEACH";"FABRIC TREATMENT";"PRE LAVADOR";1;"0046500022746"
"SC JOHNSON";"SHOUT";"SHOUT LAUNDRY STAIN REMOVER BOTELLA C/ATOMIZADOR 650 ML 0046500729355";"LIQUIDO";"SAFE BLEACH";"FABRIC TREATMENT";"PRE LAVADOR";1;"0046500729355"
"CHURCH & DWIGHT";"OXI CLEAN";"OXI CLEAN REMOVEDOR DE MANCHAS BOTE 636ML 0757037516935";"LIQUIDO";"SAFE BLEACH";"FABRIC TREATMENT";"PRE LAVADOR";1;"0757037516935"
"INDS. ALEN";"RADIANTE";"RADIANTE QUITA MANCHAS P/ROPA BOT 1000ML NAL 7501025400903";"LIQUIDO";"SAFE BLEACH";"FABRIC TREATMENT";"OTR. TIPOS";1;"7501025400903"
"INDS. ALEN";"CLORALEX";"CLORALEX COLOR QUITAMANCHAS PARA ROPA BOT 500 ML NAL 7501025400927";"LIQUIDO";"SAFE BLEACH";"FABRIC TREATMENT";"PRE LAVADOR";1;"7501025400927"
"INDS. ALEN";"CLORALEX";"CLORALEX COLOR QUITAMANCHAS P/ROPA BOT 950 ML NAL 7501025400941";"LIQUIDO";"SAFE BLEACH";"FABRIC TREATMENT";"PRE LAVADOR";1;"7501025400941"
"INDS. ALEN";"CLORALEX";"CLORALEX COLOR QUITAMANCHAS ROPA BOT 1800 ML NAL 7501025400958";"LIQUIDO";"SAFE BLEACH";"FABRIC TREATMENT";"PRE LAVADOR";1;"7501025400958"
"INDS. ALEN";"CLORALEX";"CLORALEX COLOR PODER VINAGRE QUITAMANCHAS BOLSA 450 ML 7501025401573";"LIQUIDO";"SAFE BLEACH";"FABRIC TREATMENT";"PRE LAVADOR";1;"7501025401573"
"INDS. ALEN";"CLORALEX";"CLORALEX COLOR QUITAMANCHAS BOLSA 450 ML 7501025401580";"LIQUIDO";"SAFE BLEACH";"FABRIC TREATMENT";"PRE LAVADOR";1;"7501025401580"
"INDS. ALEN";"CLORALEX";"CLORALEX COLOR SIN CLORO BOT 2.8 LT 7501025401597BP1";"LIQUIDO";"SAFE BLEACH";"FABRIC TREATMENT";"ROPA COLOR";1;"7501025401597BP1"
"INDS. ALEN";"CLORALEX";"CLORALEX COLOR LIQUIDO PRELAVADOR BOTELLA 1.8 LT 7501025410834";"LIQUIDO";"SAFE BLEACH";"FABRIC TREATMENT";"PRE LAVADOR";1;"7501025410834"
"INDS. ALEN";"CLORALEX";"CLORALEX COLOR PODER VINAGRE BOT 950 ML NAL 7501025412401";"LIQUIDO";"SAFE BLEACH";"FABRIC TREATMENT";"PRE LAVADOR";1;"7501025412401"
"INDS. ALEN";"CLORALEX";"CLORALEX COLOR PODER VINAGRE BOT 1800 ML NAL 7501025412418";"LIQUIDO";"SAFE BLEACH";"FABRIC TREATMENT";"PRE LAVADOR";1;"7501025412418"
"INDS. ALEN";"CLORALEX";"CLORALEX COLOR PODER VINAGRE GARRAFON 5100 ML NAL 7501025412463";"LIQUIDO";"SAFE BLEACH";"FABRIC TREATMENT";"COLOR PODER VINAGRE";1;"7501025412463"
"INDS. ALEN";"CLORALEX";"CLORALEX COLOR QUITAMANCHAS BOT 950 ML 7501025412784";"LIQUIDO";"SAFE BLEACH";"FABRIC TREATMENT";"PRE LAVADOR";1;"7501025412784"
"INDS. ALEN";"CLORALEX";"CLORALEX ROPA COLOR BOT PLAS 950ML C/MM REGULAR LIQ 950ML 7501025450618BP2";"LIQUIDO";"SAFE BLEACH";"FABRIC TREATMENT";"ROPA COLOR";1;"7501025450618BP2"
"RECKITT";"VANISH";"VANISH MULTIUSOS REMOVEDOR S/CLORO DE MANCHAS DOYPACK 500ML 7501058715029";"LIQUIDO";"SAFE BLEACH";"FABRIC TREATMENT";"ROSA";1;"7501058715029"
"RECKITT";"VANISH";"VANISH WHITE QUITAMANCHAS Y BLANQ.S/CLORO DOYPACK 500ML 7501058715036";"LIQUIDO";"SAFE BLEACH";"FABRIC TREATMENT";"BLANCO";1;"7501058715036"
"RECKITT";"VANISH";"VANISH MULTIUSOS REMOV S/CLORO MANCHAS BOT 420ML 7501058715364";"LIQUIDO";"SAFE BLEACH";"FABRIC TREATMENT";"ROSA";1;"7501058715364"
"RECKITT";"VANISH";"VANISH ROSA LIQ. DOYPACK 100ML 7501058715432";"LIQUIDO";"SAFE BLEACH";"FABRIC TREATMENT";"ROSA";1;"7501058715432"
"RECKITT";"VANISH";"VANISH ROSA MULTIUSO REMOVEDOR SIN CLORO DE MANCHAS BOT3.6LT 7501058716088";"LIQUIDO";"SAFE BLEACH";"FABRIC TREATMENT";"ROSA";1;"7501058716088"
"RECKITT";"VANISH";"VANISH WHITE LIQUIDO QUITAMANCHAS+BLANQ S/CLORO BOT 3.6LT 7501058716095";"LIQUIDO";"SAFE BLEACH";"FABRIC TREATMENT";"BLANCO";1;"7501058716095"
"RECKITT";"VANISH";"VANISH MULTIUSOS ROSA REMOV/MAN SUPER AHORRO DEL30% BOT1.5LT 7501058716453";"LIQUIDO";"SAFE BLEACH";"FABRIC TREATMENT";"ROSA";1;"7501058716453"
"RECKITT";"VANISH";"VANISH MULTIUSOS REMOVEDOR D/MANCHAS 25%GRATIS DOYPACK 650ML 7501058716477";"LIQUIDO";"SAFE BLEACH";"FABRIC TREATMENT";"ROSA";1;"7501058716477"
"RECKITT";"VANISH";"VANISH WHITE REMOVEDOR DE MANCHAS BOT   1700 ML 7501058751188";"LIQUIDO";"SAFE BLEACH";"FABRIC TREATMENT";"BLANCO";1;"7501058751188"
"RECKITT";"VANISH";"VANISH WHITE BOTELLA 900 ML 7501058751195";"LIQUIDO";"SAFE BLEACH";"FABRIC TREATMENT";"BLANCO";1;"7501058751195"
"RECKITT";"VANISH";"VANISH WHITE REMOVERD D/MANCHAS Y BLANQ.S/CLORO LIQ.BOT4000M 7501058751461";"LIQUIDO";"SAFE BLEACH";"FABRIC TREATMENT";"BLANCO";1;"7501058751461"
"RECKITT";"VANISH";"VANISH PINK DESMANCHADOR LIQ. BOTELLA 450 ML NAL 7501058752772";"LIQUIDO";"SAFE BLEACH";"FABRIC TREATMENT";"ROSA";1;"7501058752772"
"RECKITT";"VANISH";"VANISH EXTRA-HIGIENE BOLSA 600 ML DOYPACK 7501058753199";"LIQUIDO";"SAFE BLEACH";"FABRIC TREATMENT";"ROSA";1;"7501058753199"
"RECKITT";"VANISH";"VANISH EXTRA-HIGIENE BOTELLA PLASTICO 900 ML 7501058753205";"LIQUIDO";"SAFE BLEACH";"FABRIC TREATMENT";"ROSA";1;"7501058753205"
"RECKITT";"VANISH";"VANISH ROSA ROPA COLOR LIQ.S/CLORO ROPA FLEXIPACK 250ML NAL 7501058753328";"LIQUIDO";"SAFE BLEACH";"FABRIC TREATMENT";"ROSA";1;"7501058753328"
"RECKITT";"VANISH";"VANISH WHITE LIQ REMOVEDOR DE MANCHAS BOT 435ML NAL 7501058757463";"LIQUIDO";"SAFE BLEACH";"FABRIC TREATMENT";"BLANCO";1;"7501058757463"
"RECKITT";"VANISH";"VANISH ROSA COLOR LIQ. DOYPACK 650ML NAL 7501058757548";"LIQUIDO";"SAFE BLEACH";"FABRIC TREATMENT";"ROSA";1;"7501058757548"
"RECKITT";"VANISH";"VANISH WHITE LIQUIDO DOY PACK 600ML NAL 7501058757555";"LIQUIDO";"SAFE BLEACH";"FABRIC TREATMENT";"BLANCO";1;"7501058757555"
"RECKITT";"VANISH";"VANISH BOT. 4000 ML. 7501058757791";"LIQUIDO";"SAFE BLEACH";"FABRIC TREATMENT";"ROSA";1;"7501058757791"
"RECKITT";"VANISH";"VANISH MAX REMOVEDOR DE MANCHAS ROPA BOLSA 445ML NAL 7501058757807";"LIQUIDO";"SAFE BLEACH";"FABRIC TREATMENT";"ROSA";1;"7501058757807"
"RECKITT";"VANISH";"VANISH LIQUIDO SIN AROMA GARRAFON 6 LTS NAL. 7501058757883BP1";"LIQUIDO";"SAFE BLEACH";"FABRIC TREATMENT";"ROSA";1;"7501058757883BP1"
"RECKITT";"VANISH";"VANISH LIQUIDO GARRAFON 8LT 7501058780195";"LIQUIDO";"SAFE BLEACH";"FABRIC TREATMENT";"ROSA";1;"7501058780195"
"RECKITT";"VANISH";"VANISH MULTIUSOS REMOV MANCHAS ROPA COLOR/BLANCA GARRAF 9LT 7501058780201";"LIQUIDO";"SAFE BLEACH";"FABRIC TREATMENT";"BLANCO";1;"7501058780201"
"RECKITT";"VANISH";"VANISH MAX ROSA DOYPACK 650ML+MM WHITE DOYPACK 600ML NAL 7501058780409BP1";"LIQUIDO";"SAFE BLEACH";"FABRIC TREATMENT";"ROSA";1;"7501058780409BP1"
"RECKITT";"VANISH EXTRA HIGIENE";"VANISH EXTRA-HIGIENE BOT 4 LT NAL 7501058784575";"LIQUIDO";"SAFE BLEACH";"FABRIC TREATMENT";"ROSA";1;"7501058784575"
"RECKITT";"VANISH";"VANISH MAX 3 BOT 925ML C /U=2775ML LLEVA 3 PAGA LA MITAD 7501058784889";"LIQUIDO";"SAFE BLEACH";"FABRIC TREATMENT";"ROSA";1;"7501058784889"
"RECKITT";"VANISH";"VANISH QUIT.MAN. BOT 1750 ML C/GMM PODER O2 BOTE 200 GR 7501058786050";"LIQUIDO";"SAFE BLEACH";"FABRIC TREATMENT";"ROSA";1;"7501058786050"
"RECKITT";"VANISH";"VANISH QUITA MANCHAS BOT 1450 MLC/G300 ML=1750 ML NAL 7501058786357";"LIQUIDO";"SAFE BLEACH";"FABRIC TREATMENT";"ROSA";1;"7501058786357"
"RECKITT";"VANISH";"VANISH Q.MANCHAS S/CLOR BOT.ROS925ML+MMROPA WITHE S/CLORB900 7501058786548BP1";"LIQUIDO";"SAFE BLEACH";"FABRIC TREATMENT";"ROSA";1;"7501058786548BP1"
"RECKITT";"VANISH";"VANISH MULTIUSOS DUOPACK ROSA QUITA MANCHAS 2BOT 450ML C/U 7501058787965";"LIQUIDO";"SAFE BLEACH";"FABRIC TREATMENT";"ROSA";1;"7501058787965"
"RECKITT";"VANISH";"VANISH QUITA MANCHAS BOT 1750 ML C/GRATISPLANCHYTEX BOT650ML 7501058788498";"LIQUIDO";"SAFE BLEACH";"FABRIC TREATMENT";"ROSA";1;"7501058788498"
"RECKITT";"VANISH";"VANISH MULTIUSOS DUOPACK ROSA QUITA MANCHAS 2BOT 925ML C/U 7501058788931";"LIQUIDO";"SAFE BLEACH";"FABRIC TREATMENT";"ROSA";1;"7501058788931"
"RECKITT";"VANISH";"VANISH L├ìQUIDO BOT. 1750 ML A PRECIO DE 1250 ML 7501058789365";"LIQUIDO";"SAFE BLEACH";"FABRIC TREATMENT";"ROSA";1;"7501058789365"
"RECKITT";"VANISH";"VANISH MULTIUSOS ROSA BOT 1.75LTC/G VANISH ROSA BOT 925ML 7501058790422BP1";"LIQUIDO";"SAFE BLEACH";"FABRIC TREATMENT";"ROSA";1;"7501058790422BP1"
"RECKITT";"VANISH CRYSTAL WHITE";"VANISH WHITE REMOVEDOR DE MANCHAS BOT1700MLC/GMM BOT 900ML 7501058790712BP2";"LIQUIDO";"SAFE BLEACH";"FABRIC TREATMENT";"BLANCO";1;"7501058790712BP2"
"RECKITT";"VANISH";"VANISH MULTIUSOS REMOV MAN S/CLORO BT4LTC/GPLANCHYTEXBT650ML 7501058790965";"LIQUIDO";"SAFE BLEACH";"FABRIC TREATMENT";"ROSA";1;"7501058790965"
"RECKITT";"VANISH";"VANISH MULTIUSO PACK 2 BOT 925 MLC/U+VANISH WHITE BOT 900ML 7501058791474BP1";"LIQUIDO";"SAFE BLEACH";"FABRIC TREATMENT";"ROSA";1;"7501058791474BP1"
"RECKITT";"VANISH";"VANISH REMOVEDOR DE MANCHAS 2BTLLAS 6LT C/U =12LTS 7501058792303";"LIQUIDO";"SAFE BLEACH";"FABRIC TREATMENT";"ROSA";1;"7501058792303"
"RECKITT";"VANISH";"VANISH ROSA MULTIUSOS REMOVEDOR MANC 3X2 BOT 925MLC/U=2775ML 7501058793898";"LIQUIDO";"SAFE BLEACH";"FABRIC TREATMENT";"ROSA";1;"7501058793898"
"CLOROX";"CLOROX";"CLOROX ROPA COLOR BOT. 930 ML 7501071902086";"LIQUIDO";"SAFE BLEACH";"FABRIC TREATMENT";"PRE LAVADOR";1;"7501071902086"
"CLOROX";"CLOROX";"CLOROX ROPA COLOR BOT. 1800 ML 7501071902093";"LIQUIDO";"SAFE BLEACH";"FABRIC TREATMENT";"PRE LAVADOR";1;"7501071902093"
"CLOROX";"CLOROX";"CLOROX ROPA COLOR Q.MANCHAS LIQ. BOT. 3.8LT NAL 7501071902109";"LIQUIDO";"SAFE BLEACH";"FABRIC TREATMENT";"PRE LAVADOR";1;"7501071902109"
"CLOROX";"CLOROX";"CLOROX ROPA BLANCA BOT PLAST 930ML 7501071902246";"LIQUIDO";"SAFE BLEACH";"FABRIC TREATMENT";"BLANCO";1;"7501071902246"
"CLOROX";"CLOROX";"CLOROX ROPA BLANCA BOT PLAST  1800ML NAL 7501071902277";"LIQUIDO";"SAFE BLEACH";"FABRIC TREATMENT";"BLANCO";1;"7501071902277"
"CLOROX";"CLOROX";"CLOROX ROPA COLOR BOT 500 ML 7501071902314";"LIQUIDO";"SAFE BLEACH";"FABRIC TREATMENT";"PRE LAVADOR";1;"7501071902314"
"CLOROX";"CLOROX";"CLOROX ROPA BLANCA BOT 495 MLG/CMM CONCENTRA REG BOT 3800 ML 7501071902475BP1";"LIQUIDO";"SAFE BLEACH";"FABRIC TREATMENT";"ROPA BLANCA";1;"7501071902475BP1"
"CLOROX";"CLOROX";"CLOROX ROPA COLOR BOT 1800 MLC/GMM ROPA BLANCA BOT 495 ML 7501071902482";"LIQUIDO";"SAFE BLEACH";"FABRIC TREATMENT";"ROPA COLOR";1;"7501071902482"
"CLOROX";"CLOROX";"CLOROX ROPA COLOR QUITAMANCHAS BOT 1800MC/MM R.COL BOT 500ML 7501071903038";"LIQUIDO";"SAFE BLEACH";"FABRIC TREATMENT";"PRE LAVADOR";1;"7501071903038"
"CLOROX";"CLOROX";"CLOROX ROPA COLOR BOT 930MLC/POETT ESPIRITU JOVEN BOT 900ML 7501071903465";"LIQUIDO";"SAFE BLEACH";"FABRIC TREATMENT";"ROSA";1;"7501071903465"
"CLOROX";"CLOROX";"CLOROX COLORES VIVOS ALEGRIA FLORAL BOTE 930 ML 7501071903878";"LIQUIDO";"SAFE BLEACH";"FABRIC TREATMENT";"PRE LAVADOR";1;"7501071903878"
"CLOROX";"CLOROX";"CLOROX ROPA COLOR ALEGRIA FLORAL  BOTELLA 1890 ML 7501071903885";"LIQUIDO";"SAFE BLEACH";"FABRIC TREATMENT";"PRE LAVADOR";1;"7501071903885"
"CLOROX";"CLOROX";"CLOROX BLANCOS INTENSOS QUITAMANCHAS BOTELLA 930 ML 7501071904103";"LIQUIDO";"SAFE BLEACH";"FABRIC TREATMENT";"BLANCO";1;"7501071904103"
